country,ccode,region,ageBucket,arrival,familyStatus,gender,gpi,hdi,count
Lebanon,lbn,Western Asia,30-49,8-2018,F,F,2.778,0.757,1
Lebanon,lbn,Western Asia,30-49,8-2018,S,M,2.778,0.757,2
Lebanon,lbn,Western Asia,30-49,3-2017,F,M,2.782,0.757,1
Lebanon,lbn,Western Asia,30-49,3-2017,F,F,2.782,0.757,1
Lebanon,lbn,Western Asia,30-49,3-2017,S,M,2.782,0.757,3
Lebanon,lbn,Western Asia,30-49,3-2017,S,F,2.782,0.757,1
Lebanon,lbn,Western Asia,30-49,11-2016,S,M,2.752,0.753,1
Lebanon,lbn,Western Asia,30-49,4-2018,F,M,2.778,0.757,1
Lebanon,lbn,Western Asia,30-49,4-2018,F,F,2.778,0.757,1
Lebanon,lbn,Western Asia,30-49,4-2018,S,M,2.778,0.757,1
Lebanon,lbn,Western Asia,30-49,4-2018,S,F,2.778,0.757,1
Lebanon,lbn,Western Asia,30-49,2-2015,S,M,2.623,0.752,1
Lebanon,lbn,Western Asia,30-49,9-2018,F,M,2.778,0.757,1
Lebanon,lbn,Western Asia,30-49,9-2018,F,F,2.778,0.757,1
Lebanon,lbn,Western Asia,30-49,9-2018,S,M,2.778,0.757,1
Lebanon,lbn,Western Asia,30-49,12-2016,F,M,2.752,0.753,2
Lebanon,lbn,Western Asia,30-49,12-2016,F,F,2.752,0.753,1
Lebanon,lbn,Western Asia,30-49,12-2016,S,M,2.752,0.753,1
Lebanon,lbn,Western Asia,30-49,2-2016,F,M,2.752,0.753,1
Lebanon,lbn,Western Asia,30-49,2-2016,F,F,2.752,0.753,1
Lebanon,lbn,Western Asia,30-49,2-2016,S,M,2.752,0.753,1
Lebanon,lbn,Western Asia,30-49,5-2015,F,F,2.623,0.752,2
Lebanon,lbn,Western Asia,30-49,10-2016,F,M,2.752,0.753,1
Lebanon,lbn,Western Asia,30-49,10-2016,S,F,2.752,0.753,1
Lebanon,lbn,Western Asia,30-49,7-2017,F,F,2.782,0.757,1
Lebanon,lbn,Western Asia,30-49,7-2017,S,M,2.782,0.757,2
Lebanon,lbn,Western Asia,30-49,9-2017,F,F,2.782,0.757,1
Lebanon,lbn,Western Asia,30-49,9-2017,S,M,2.782,0.757,3
Lebanon,lbn,Western Asia,30-49,9-2017,S,F,2.782,0.757,2
Lebanon,lbn,Western Asia,30-49,3-2016,S,M,2.752,0.753,2
Lebanon,lbn,Western Asia,30-49,12-2015,S,M,2.623,0.752,1
Lebanon,lbn,Western Asia,30-49,8-2017,F,M,2.782,0.757,1
Lebanon,lbn,Western Asia,30-49,8-2017,F,F,2.782,0.757,1
Lebanon,lbn,Western Asia,30-49,8-2017,S,M,2.782,0.757,1
Lebanon,lbn,Western Asia,30-49,8-2017,S,F,2.782,0.757,1
Lebanon,lbn,Western Asia,30-49,3-2018,F,F,2.778,0.757,1
Lebanon,lbn,Western Asia,30-49,5-2018,F,M,2.778,0.757,1
Lebanon,lbn,Western Asia,30-49,5-2018,F,F,2.778,0.757,1
Lebanon,lbn,Western Asia,30-49,5-2018,S,F,2.778,0.757,2
Lebanon,lbn,Western Asia,30-49,12-2018,S,M,2.778,0.757,1
Lebanon,lbn,Western Asia,30-49,10-2017,F,M,2.782,0.757,2
Lebanon,lbn,Western Asia,30-49,10-2017,F,F,2.782,0.757,1
Lebanon,lbn,Western Asia,30-49,10-2017,S,M,2.782,0.757,2
Lebanon,lbn,Western Asia,30-49,9-2015,F,M,2.623,0.752,1
Lebanon,lbn,Western Asia,30-49,9-2015,F,F,2.623,0.752,1
Lebanon,lbn,Western Asia,30-49,9-2015,S,M,2.623,0.752,2
Lebanon,lbn,Western Asia,30-49,7-2015,F,M,2.623,0.752,1
Lebanon,lbn,Western Asia,30-49,7-2015,F,F,2.623,0.752,1
Lebanon,lbn,Western Asia,30-49,11-2017,F,M,2.782,0.757,1
Lebanon,lbn,Western Asia,30-49,11-2017,F,F,2.782,0.757,2
Lebanon,lbn,Western Asia,30-49,1-2018,S,F,2.778,0.757,2
Lebanon,lbn,Western Asia,30-49,8-2016,F,M,2.752,0.753,3
Lebanon,lbn,Western Asia,30-49,8-2016,F,F,2.752,0.753,3
Lebanon,lbn,Western Asia,30-49,8-2016,S,M,2.752,0.753,1
Lebanon,lbn,Western Asia,30-49,5-2017,F,M,2.782,0.757,3
Lebanon,lbn,Western Asia,30-49,5-2017,F,F,2.782,0.757,1
Lebanon,lbn,Western Asia,30-49,5-2017,S,M,2.782,0.757,1
Lebanon,lbn,Western Asia,9-17,10-2015,S,M,2.623,0.752,1
Lebanon,lbn,Western Asia,9-17,6-2016,F,M,2.752,0.753,2
Lebanon,lbn,Western Asia,9-17,6-2016,F,F,2.752,0.753,1
Lebanon,lbn,Western Asia,9-17,6-2016,S,M,2.752,0.753,2
Lebanon,lbn,Western Asia,9-17,5-2016,F,M,2.752,0.753,1
Lebanon,lbn,Western Asia,9-17,5-2016,F,F,2.752,0.753,3
Lebanon,lbn,Western Asia,9-17,6-2015,F,M,2.623,0.752,1
Lebanon,lbn,Western Asia,9-17,6-2015,F,F,2.623,0.752,1
Lebanon,lbn,Western Asia,9-17,1-2015,S,M,2.623,0.752,1
Lebanon,lbn,Western Asia,9-17,6-2017,S,M,2.782,0.757,1
Lebanon,lbn,Western Asia,9-17,9-2018,S,M,2.778,0.757,1
Lebanon,lbn,Western Asia,9-17,2-2016,F,M,2.752,0.753,1
Lebanon,lbn,Western Asia,9-17,7-2016,S,M,2.752,0.753,1
Lebanon,lbn,Western Asia,9-17,3-2016,S,F,2.752,0.753,1
Lebanon,lbn,Western Asia,9-17,6-2018,F,M,2.778,0.757,3
Lebanon,lbn,Western Asia,9-17,6-2018,F,F,2.778,0.757,2
Lebanon,lbn,Western Asia,9-17,6-2018,S,M,2.778,0.757,1
Lebanon,lbn,Western Asia,9-17,2-2018,F,F,2.778,0.757,1
Lebanon,lbn,Western Asia,9-17,1-2017,F,M,2.782,0.757,1
Lebanon,lbn,Western Asia,9-17,1-2017,S,M,2.782,0.757,1
Lebanon,lbn,Western Asia,9-17,11-2018,F,M,2.778,0.757,5
Lebanon,lbn,Western Asia,9-17,11-2018,F,F,2.778,0.757,2
Lebanon,lbn,Western Asia,9-17,8-2018,F,F,2.778,0.757,1
Lebanon,lbn,Western Asia,9-17,11-2017,S,M,2.782,0.757,3
Lebanon,lbn,Western Asia,9-17,4-2018,F,F,2.778,0.757,1
Lebanon,lbn,Western Asia,9-17,4-2018,S,M,2.778,0.757,2
Lebanon,lbn,Western Asia,9-17,12-2016,F,M,2.752,0.753,4
Lebanon,lbn,Western Asia,9-17,12-2016,F,F,2.752,0.753,1
Lebanon,lbn,Western Asia,9-17,11-2016,S,F,2.752,0.753,1
Lebanon,lbn,Western Asia,9-17,5-2015,F,M,2.623,0.752,2
Lebanon,lbn,Western Asia,9-17,5-2015,F,F,2.623,0.752,2
Lebanon,lbn,Western Asia,9-17,5-2015,S,F,2.623,0.752,1
Lebanon,lbn,Western Asia,9-17,10-2016,F,F,2.752,0.753,1
Lebanon,lbn,Western Asia,9-17,7-2017,F,M,2.782,0.757,2
Lebanon,lbn,Western Asia,9-17,8-2016,F,M,2.752,0.753,3
Lebanon,lbn,Western Asia,9-17,3-2018,F,M,2.778,0.757,1
Lebanon,lbn,Western Asia,9-17,3-2018,S,F,2.778,0.757,1
Lebanon,lbn,Western Asia,9-17,8-2017,F,M,2.782,0.757,2
Lebanon,lbn,Western Asia,9-17,8-2017,F,F,2.782,0.757,1
Lebanon,lbn,Western Asia,9-17,8-2017,S,M,2.782,0.757,1
Lebanon,lbn,Western Asia,9-17,7-2015,F,M,2.623,0.752,2
Lebanon,lbn,Western Asia,9-17,7-2015,F,F,2.623,0.752,1
Lebanon,lbn,Western Asia,9-17,7-2015,S,M,2.623,0.752,1
Lebanon,lbn,Western Asia,9-17,7-2015,S,F,2.623,0.752,1
Lebanon,lbn,Western Asia,9-17,10-2017,S,M,2.782,0.757,1
Lebanon,lbn,Western Asia,9-17,9-2015,S,F,2.623,0.752,1
Lebanon,lbn,Western Asia,9-17,12-2017,S,F,2.782,0.757,1
Lebanon,lbn,Western Asia,9-17,3-2017,F,M,2.782,0.757,2
Lebanon,lbn,Western Asia,9-17,3-2017,F,F,2.782,0.757,1
Lebanon,lbn,Western Asia,9-17,3-2017,S,M,2.782,0.757,1
Lebanon,lbn,Western Asia,9-17,8-2015,F,F,2.623,0.752,1
Lebanon,lbn,Western Asia,9-17,8-2015,S,M,2.623,0.752,1
Lebanon,lbn,Western Asia,9-17,4-2015,S,M,2.623,0.752,1
Lebanon,lbn,Western Asia,9-17,5-2017,F,M,2.782,0.757,3
Lebanon,lbn,Western Asia,9-17,5-2017,F,F,2.782,0.757,1
Lebanon,lbn,Western Asia,9-17,4-2017,F,M,2.782,0.757,2
Lebanon,lbn,Western Asia,9-17,4-2017,F,F,2.782,0.757,1
Lebanon,lbn,Western Asia,70+,8-2015,F,M,2.623,0.752,1
Lebanon,lbn,Western Asia,70+,5-2016,F,M,2.752,0.753,1
Lebanon,lbn,Western Asia,70+,5-2016,F,F,2.752,0.753,1
Lebanon,lbn,Western Asia,70+,5-2017,F,M,2.782,0.757,1
Lebanon,lbn,Western Asia,70+,9-2015,F,M,2.623,0.752,1
Lebanon,lbn,Western Asia,70+,9-2015,F,F,2.623,0.752,1
Lebanon,lbn,Western Asia,50-69,7-2016,F,F,2.752,0.753,2
Lebanon,lbn,Western Asia,50-69,12-2017,F,M,2.782,0.757,1
Lebanon,lbn,Western Asia,50-69,12-2017,F,F,2.782,0.757,1
Lebanon,lbn,Western Asia,50-69,7-2015,F,M,2.623,0.752,1
Lebanon,lbn,Western Asia,50-69,11-2018,F,M,2.778,0.757,1
Lebanon,lbn,Western Asia,50-69,11-2018,F,F,2.778,0.757,1
Lebanon,lbn,Western Asia,50-69,10-2016,F,F,2.752,0.753,1
Lebanon,lbn,Western Asia,50-69,8-2018,F,M,2.778,0.757,1
Zimbabwe,zwe,Eastern Africa,9-17,6-2017,S,F,2.352,0.53,1
Zimbabwe,zwe,Eastern Africa,9-17,11-2015,F,M,2.294,0.529,2
Zimbabwe,zwe,Eastern Africa,9-17,9-2018,S,M,2.326,0.53,1
Zimbabwe,zwe,Eastern Africa,9-17,4-2018,F,F,2.326,0.53,1
Zimbabwe,zwe,Eastern Africa,9-17,8-2018,F,F,2.326,0.53,1
Zimbabwe,zwe,Eastern Africa,18-29,10-2015,S,M,2.294,0.529,1
Zimbabwe,zwe,Eastern Africa,18-29,9-2016,S,M,2.322,0.532,1
Zimbabwe,zwe,Eastern Africa,18-29,8-2017,S,M,2.352,0.53,1
Zimbabwe,zwe,Eastern Africa,18-29,10-2017,S,M,2.352,0.53,1
Zimbabwe,zwe,Eastern Africa,18-29,6-2018,F,M,2.326,0.53,1
Zimbabwe,zwe,Eastern Africa,18-29,6-2018,F,F,2.326,0.53,1
Zimbabwe,zwe,Eastern Africa,18-29,9-2015,S,M,2.294,0.529,1
Zimbabwe,zwe,Eastern Africa,18-29,4-2015,S,M,2.294,0.529,1
Zimbabwe,zwe,Eastern Africa,18-29,10-2016,S,F,2.322,0.532,1
Zimbabwe,zwe,Eastern Africa,18-29,6-2016,S,M,2.322,0.532,1
Zimbabwe,zwe,Eastern Africa,18-29,8-2018,S,F,2.326,0.53,1
Zimbabwe,zwe,Eastern Africa,0-8,11-2015,F,M,2.294,0.529,1
Zimbabwe,zwe,Eastern Africa,0-8,5-2015,S,F,2.294,0.529,1
Zimbabwe,zwe,Eastern Africa,0-8,6-2018,F,M,2.326,0.53,2
Zimbabwe,zwe,Eastern Africa,0-8,6-2018,F,F,2.326,0.53,1
Zimbabwe,zwe,Eastern Africa,0-8,8-2018,F,F,2.326,0.53,2
Zimbabwe,zwe,Eastern Africa,50-69,5-2015,S,M,2.294,0.529,1
Zimbabwe,zwe,Eastern Africa,30-49,4-2018,F,M,2.326,0.53,1
Zimbabwe,zwe,Eastern Africa,30-49,4-2018,F,F,2.326,0.53,1
Zimbabwe,zwe,Eastern Africa,30-49,6-2016,S,M,2.322,0.532,1
Zimbabwe,zwe,Eastern Africa,30-49,4-2017,F,M,2.352,0.53,1
Zimbabwe,zwe,Eastern Africa,30-49,4-2017,F,F,2.352,0.53,1
Zimbabwe,zwe,Eastern Africa,30-49,12-2018,S,F,2.326,0.53,1
Zimbabwe,zwe,Eastern Africa,30-49,4-2015,S,M,2.294,0.529,1
Zimbabwe,zwe,Eastern Africa,30-49,11-2015,F,F,2.294,0.529,1
Zimbabwe,zwe,Eastern Africa,30-49,8-2018,F,M,2.326,0.53,1
Zimbabwe,zwe,Eastern Africa,30-49,8-2018,F,F,2.326,0.53,1
Sierra Leone,sle,Western Africa,18-29,5-2016,S,M,1.805,0.413,2
Sierra Leone,sle,Western Africa,18-29,7-2018,S,M,1.74,0.419,2
Sierra Leone,sle,Western Africa,18-29,7-2018,S,F,1.74,0.419,1
Sierra Leone,sle,Western Africa,18-29,6-2017,S,M,1.76,0.419,2
Sierra Leone,sle,Western Africa,18-29,10-2018,F,F,1.74,0.419,1
Sierra Leone,sle,Western Africa,18-29,10-2018,S,M,1.74,0.419,2
Sierra Leone,sle,Western Africa,18-29,11-2015,S,M,1.864,0.413,1
Sierra Leone,sle,Western Africa,18-29,11-2015,S,F,1.864,0.413,1
Sierra Leone,sle,Western Africa,18-29,2-2017,S,M,1.76,0.419,1
Sierra Leone,sle,Western Africa,18-29,9-2016,S,M,1.805,0.413,1
Sierra Leone,sle,Western Africa,18-29,7-2016,S,M,1.805,0.413,1
Sierra Leone,sle,Western Africa,18-29,6-2018,S,M,1.74,0.419,1
Sierra Leone,sle,Western Africa,18-29,3-2015,S,M,1.864,0.413,1
Sierra Leone,sle,Western Africa,18-29,8-2015,F,M,1.864,0.413,1
Sierra Leone,sle,Western Africa,18-29,8-2015,S,M,1.864,0.413,2
Sierra Leone,sle,Western Africa,18-29,8-2018,S,F,1.74,0.419,1
Sierra Leone,sle,Western Africa,18-29,4-2018,S,M,1.74,0.419,3
Sierra Leone,sle,Western Africa,18-29,2-2015,S,M,1.864,0.413,1
Sierra Leone,sle,Western Africa,18-29,2-2015,S,F,1.864,0.413,1
Sierra Leone,sle,Western Africa,18-29,9-2018,S,M,1.74,0.419,1
Sierra Leone,sle,Western Africa,18-29,2-2016,F,M,1.805,0.413,1
Sierra Leone,sle,Western Africa,18-29,5-2015,S,M,1.864,0.413,2
Sierra Leone,sle,Western Africa,18-29,5-2015,S,F,1.864,0.413,1
Sierra Leone,sle,Western Africa,18-29,1-2017,F,F,1.76,0.419,1
Sierra Leone,sle,Western Africa,18-29,9-2017,S,M,1.76,0.419,2
Sierra Leone,sle,Western Africa,18-29,9-2017,S,F,1.76,0.419,1
Sierra Leone,sle,Western Africa,18-29,3-2016,F,M,1.805,0.413,1
Sierra Leone,sle,Western Africa,18-29,3-2016,F,F,1.805,0.413,1
Sierra Leone,sle,Western Africa,18-29,8-2017,S,M,1.76,0.419,1
Sierra Leone,sle,Western Africa,18-29,8-2017,S,F,1.76,0.419,1
Sierra Leone,sle,Western Africa,18-29,7-2015,F,F,1.864,0.413,1
Sierra Leone,sle,Western Africa,18-29,7-2015,S,M,1.864,0.413,4
Sierra Leone,sle,Western Africa,18-29,10-2017,S,M,1.76,0.419,4
Sierra Leone,sle,Western Africa,18-29,9-2015,F,M,1.864,0.413,1
Sierra Leone,sle,Western Africa,18-29,9-2015,S,M,1.864,0.413,1
Sierra Leone,sle,Western Africa,18-29,9-2015,S,F,1.864,0.413,1
Sierra Leone,sle,Western Africa,18-29,5-2018,S,M,1.74,0.419,2
Sierra Leone,sle,Western Africa,18-29,6-2015,S,M,1.864,0.413,2
Sierra Leone,sle,Western Africa,18-29,6-2015,S,F,1.864,0.413,1
Sierra Leone,sle,Western Africa,18-29,8-2016,S,M,1.805,0.413,3
Sierra Leone,sle,Western Africa,18-29,8-2016,S,F,1.805,0.413,2
Sierra Leone,sle,Western Africa,18-29,5-2017,S,M,1.76,0.419,3
Sierra Leone,sle,Western Africa,18-29,5-2017,S,F,1.76,0.419,2
Sierra Leone,sle,Western Africa,0-8,8-2017,F,F,1.76,0.419,1
Sierra Leone,sle,Western Africa,0-8,9-2017,S,F,1.76,0.419,1
Sierra Leone,sle,Western Africa,0-8,7-2016,F,M,1.805,0.413,2
Sierra Leone,sle,Western Africa,0-8,7-2016,F,F,1.805,0.413,1
Sierra Leone,sle,Western Africa,0-8,11-2016,F,M,1.805,0.413,3
Sierra Leone,sle,Western Africa,0-8,2-2016,F,M,1.805,0.413,2
Sierra Leone,sle,Western Africa,0-8,2-2016,F,F,1.805,0.413,1
Sierra Leone,sle,Western Africa,0-8,9-2015,F,M,1.864,0.413,1
Sierra Leone,sle,Western Africa,0-8,1-2017,F,M,1.76,0.419,1
Sierra Leone,sle,Western Africa,0-8,4-2016,F,M,1.805,0.413,1
Sierra Leone,sle,Western Africa,0-8,7-2017,F,F,1.76,0.419,2
Sierra Leone,sle,Western Africa,0-8,10-2018,F,M,1.74,0.419,3
Sierra Leone,sle,Western Africa,0-8,10-2018,F,F,1.74,0.419,5
Sierra Leone,sle,Western Africa,0-8,3-2016,F,M,1.805,0.413,1
Sierra Leone,sle,Western Africa,0-8,3-2016,F,F,1.805,0.413,1
Sierra Leone,sle,Western Africa,30-49,10-2015,S,F,1.864,0.413,1
Sierra Leone,sle,Western Africa,30-49,6-2016,S,M,1.805,0.413,1
Sierra Leone,sle,Western Africa,30-49,7-2018,S,M,1.74,0.419,1
Sierra Leone,sle,Western Africa,30-49,7-2017,F,M,1.76,0.419,1
Sierra Leone,sle,Western Africa,30-49,7-2017,F,F,1.76,0.419,1
Sierra Leone,sle,Western Africa,30-49,4-2015,F,M,1.864,0.413,1
Sierra Leone,sle,Western Africa,30-49,4-2015,S,M,1.864,0.413,1
Sierra Leone,sle,Western Africa,30-49,4-2015,S,F,1.864,0.413,1
Sierra Leone,sle,Western Africa,30-49,4-2016,F,M,1.805,0.413,1
Sierra Leone,sle,Western Africa,30-49,4-2016,F,F,1.805,0.413,1
Sierra Leone,sle,Western Africa,30-49,4-2016,S,F,1.805,0.413,1
Sierra Leone,sle,Western Africa,30-49,4-2018,F,F,1.74,0.419,1
Sierra Leone,sle,Western Africa,30-49,4-2018,S,M,1.74,0.419,1
Sierra Leone,sle,Western Africa,30-49,10-2018,F,M,1.74,0.419,1
Sierra Leone,sle,Western Africa,30-49,2-2017,S,M,1.76,0.419,1
Sierra Leone,sle,Western Africa,30-49,1-2015,S,F,1.864,0.413,1
Sierra Leone,sle,Western Africa,30-49,4-2017,S,M,1.76,0.419,1
Sierra Leone,sle,Western Africa,30-49,6-2018,S,M,1.74,0.419,1
Sierra Leone,sle,Western Africa,30-49,2-2018,S,M,1.74,0.419,1
Sierra Leone,sle,Western Africa,30-49,1-2016,S,M,1.805,0.413,1
Sierra Leone,sle,Western Africa,30-49,8-2015,F,F,1.864,0.413,1
Sierra Leone,sle,Western Africa,30-49,8-2015,S,M,1.864,0.413,3
Sierra Leone,sle,Western Africa,30-49,8-2018,S,M,1.74,0.419,1
Sierra Leone,sle,Western Africa,30-49,11-2017,S,M,1.76,0.419,1
Sierra Leone,sle,Western Africa,30-49,7-2015,F,M,1.864,0.413,1
Sierra Leone,sle,Western Africa,30-49,7-2015,S,M,1.864,0.413,1
Sierra Leone,sle,Western Africa,30-49,9-2018,S,F,1.74,0.419,2
Sierra Leone,sle,Western Africa,30-49,11-2016,F,M,1.805,0.413,1
Sierra Leone,sle,Western Africa,30-49,11-2016,F,F,1.805,0.413,1
Sierra Leone,sle,Western Africa,30-49,2-2016,F,M,1.805,0.413,1
Sierra Leone,sle,Western Africa,30-49,2-2016,F,F,1.805,0.413,2
Sierra Leone,sle,Western Africa,30-49,1-2017,F,M,1.76,0.419,1
Sierra Leone,sle,Western Africa,30-49,1-2017,S,M,1.76,0.419,1
Sierra Leone,sle,Western Africa,30-49,3-2016,F,M,1.805,0.413,1
Sierra Leone,sle,Western Africa,30-49,3-2016,F,F,1.805,0.413,1
Sierra Leone,sle,Western Africa,30-49,3-2018,F,M,1.74,0.419,1
Sierra Leone,sle,Western Africa,30-49,3-2018,F,F,1.74,0.419,1
Sierra Leone,sle,Western Africa,30-49,3-2018,S,M,1.74,0.419,1
Sierra Leone,sle,Western Africa,30-49,8-2017,F,M,1.76,0.419,1
Sierra Leone,sle,Western Africa,30-49,8-2017,F,F,1.76,0.419,1
Sierra Leone,sle,Western Africa,30-49,8-2017,S,F,1.76,0.419,1
Sierra Leone,sle,Western Africa,30-49,11-2015,S,M,1.864,0.413,2
Sierra Leone,sle,Western Africa,30-49,5-2018,S,M,1.74,0.419,1
Sierra Leone,sle,Western Africa,30-49,7-2016,F,M,1.805,0.413,2
Sierra Leone,sle,Western Africa,30-49,7-2016,F,F,1.805,0.413,3
Sierra Leone,sle,Western Africa,30-49,7-2016,S,M,1.805,0.413,1
Sierra Leone,sle,Western Africa,30-49,9-2015,F,F,1.864,0.413,1
Sierra Leone,sle,Western Africa,30-49,9-2015,S,M,1.864,0.413,1
Sierra Leone,sle,Western Africa,30-49,9-2015,S,F,1.864,0.413,1
Sierra Leone,sle,Western Africa,30-49,11-2018,S,M,1.74,0.419,1
Sierra Leone,sle,Western Africa,30-49,12-2017,S,F,1.76,0.419,1
Sierra Leone,sle,Western Africa,30-49,6-2015,S,M,1.864,0.413,2
Sierra Leone,sle,Western Africa,30-49,8-2016,F,M,1.805,0.413,1
Sierra Leone,sle,Western Africa,30-49,8-2016,F,F,1.805,0.413,1
Sierra Leone,sle,Western Africa,30-49,8-2016,S,M,1.805,0.413,1
Sierra Leone,sle,Western Africa,30-49,8-2016,S,F,1.805,0.413,2
Sierra Leone,sle,Western Africa,30-49,5-2017,S,F,1.76,0.419,1
Sierra Leone,sle,Western Africa,9-17,7-2017,F,M,1.76,0.419,1
Sierra Leone,sle,Western Africa,9-17,4-2015,S,M,1.864,0.413,1
Sierra Leone,sle,Western Africa,9-17,4-2016,S,F,1.805,0.413,1
Sierra Leone,sle,Western Africa,9-17,10-2018,F,M,1.74,0.419,2
Sierra Leone,sle,Western Africa,9-17,10-2018,S,M,1.74,0.419,1
Sierra Leone,sle,Western Africa,9-17,7-2016,F,F,1.805,0.413,2
Sierra Leone,sle,Western Africa,9-17,2-2018,S,F,1.74,0.419,1
Sierra Leone,sle,Western Africa,9-17,3-2015,S,F,1.864,0.413,1
Sierra Leone,sle,Western Africa,9-17,11-2018,S,F,1.74,0.419,1
Sierra Leone,sle,Western Africa,9-17,11-2017,S,M,1.76,0.419,1
Sierra Leone,sle,Western Africa,9-17,4-2018,F,M,1.74,0.419,1
Sierra Leone,sle,Western Africa,9-17,12-2016,S,M,1.805,0.413,1
Sierra Leone,sle,Western Africa,9-17,11-2016,F,M,1.805,0.413,1
Sierra Leone,sle,Western Africa,9-17,11-2016,S,M,1.805,0.413,1
Sierra Leone,sle,Western Africa,9-17,10-2016,S,M,1.805,0.413,1
Sierra Leone,sle,Western Africa,9-17,1-2017,F,F,1.76,0.419,1
Sierra Leone,sle,Western Africa,9-17,8-2016,S,F,1.805,0.413,1
Sierra Leone,sle,Western Africa,9-17,3-2018,F,F,1.74,0.419,1
Sierra Leone,sle,Western Africa,9-17,3-2018,S,F,1.74,0.419,1
Sierra Leone,sle,Western Africa,9-17,8-2017,S,M,1.76,0.419,1
Sierra Leone,sle,Western Africa,9-17,7-2015,S,M,1.864,0.413,1
Sierra Leone,sle,Western Africa,9-17,9-2015,F,M,1.864,0.413,2
Sierra Leone,sle,Western Africa,9-17,9-2015,F,F,1.864,0.413,2
Sierra Leone,sle,Western Africa,9-17,9-2015,S,M,1.864,0.413,1
Sierra Leone,sle,Western Africa,9-17,12-2018,S,F,1.74,0.419,1
Sierra Leone,sle,Western Africa,9-17,6-2015,S,F,1.864,0.413,1
Sierra Leone,sle,Western Africa,9-17,3-2016,F,M,1.805,0.413,1
Sierra Leone,sle,Western Africa,9-17,5-2017,S,M,1.76,0.419,2
Sierra Leone,sle,Western Africa,70+,4-2018,F,M,1.74,0.419,1
Sierra Leone,sle,Western Africa,70+,4-2018,F,F,1.74,0.419,1
Sierra Leone,sle,Western Africa,70+,2-2016,F,M,1.805,0.413,1
Sierra Leone,sle,Western Africa,70+,2-2016,F,F,1.805,0.413,1
Sierra Leone,sle,Western Africa,50-69,9-2015,F,M,1.864,0.413,1
Sierra Leone,sle,Western Africa,50-69,9-2015,F,F,1.864,0.413,1
Sierra Leone,sle,Western Africa,50-69,11-2015,S,M,1.864,0.413,1
Niger,ner,Western Africa,9-17,3-2018,S,M,2.359,0.354,1
Niger,ner,Western Africa,9-17,10-2017,S,M,2.34314,0.354,1
Niger,ner,Western Africa,9-17,9-2015,F,M,2.32,0.347,2
Niger,ner,Western Africa,9-17,3-2015,S,M,2.32,0.347,1
Niger,ner,Western Africa,9-17,3-2017,F,M,2.34314,0.354,1
Niger,ner,Western Africa,9-17,11-2018,F,F,2.359,0.354,1
Niger,ner,Western Africa,9-17,8-2015,S,M,2.32,0.347,1
Niger,ner,Western Africa,9-17,10-2016,F,M,2.239,0.351,1
Niger,ner,Western Africa,9-17,3-2016,S,F,2.239,0.351,1
Niger,ner,Western Africa,18-29,2-2015,S,F,2.32,0.347,1
Niger,ner,Western Africa,18-29,4-2018,S,M,2.359,0.354,1
Niger,ner,Western Africa,18-29,12-2016,F,M,2.239,0.351,1
Niger,ner,Western Africa,18-29,12-2016,F,F,2.239,0.351,1
Niger,ner,Western Africa,18-29,10-2016,F,F,2.239,0.351,1
Niger,ner,Western Africa,18-29,9-2018,S,M,2.359,0.354,2
Niger,ner,Western Africa,18-29,5-2017,S,M,2.34314,0.354,1
Niger,ner,Western Africa,0-8,11-2018,F,F,2.359,0.354,2
Niger,ner,Western Africa,0-8,9-2015,F,M,2.32,0.347,1
Niger,ner,Western Africa,0-8,5-2015,S,M,2.32,0.347,1
Niger,ner,Western Africa,0-8,2-2018,S,M,2.359,0.354,1
Niger,ner,Western Africa,30-49,9-2018,F,M,2.359,0.354,1
Niger,ner,Western Africa,30-49,9-2018,F,F,2.359,0.354,1
Niger,ner,Western Africa,30-49,5-2016,S,M,2.239,0.351,1
Niger,ner,Western Africa,30-49,6-2017,S,M,2.34314,0.354,1
Niger,ner,Western Africa,30-49,9-2015,F,M,2.32,0.347,1
Niger,ner,Western Africa,30-49,3-2017,F,M,2.34314,0.354,1
Niger,ner,Western Africa,30-49,3-2017,F,F,2.34314,0.354,1
Niger,ner,Western Africa,30-49,3-2017,S,M,2.34314,0.354,1
Niger,ner,Western Africa,30-49,10-2016,F,M,2.239,0.351,1
Niger,ner,Western Africa,30-49,2-2018,F,M,2.359,0.354,1
Niger,ner,Western Africa,30-49,2-2018,F,F,2.359,0.354,1
Niger,ner,Western Africa,30-49,11-2018,F,M,2.359,0.354,1
Niger,ner,Western Africa,30-49,11-2018,F,F,2.359,0.354,1
Niger,ner,Western Africa,30-49,11-2018,S,M,2.359,0.354,1
Niger,ner,Western Africa,30-49,4-2015,S,F,2.32,0.347,1
Niger,ner,Western Africa,30-49,8-2018,S,M,2.359,0.354,1
Kazakhstan,kaz,Central Asia,9-17,12-2015,F,M,2.008,0.797,2
Kazakhstan,kaz,Central Asia,9-17,12-2015,F,F,2.008,0.797,2
Kazakhstan,kaz,Central Asia,9-17,2-2017,S,M,1.992,0.8,2
Kazakhstan,kaz,Central Asia,9-17,6-2016,F,M,2.019,0.797,1
Kazakhstan,kaz,Central Asia,9-17,6-2016,F,F,2.019,0.797,1
Kazakhstan,kaz,Central Asia,9-17,6-2016,S,M,2.019,0.797,1
Kazakhstan,kaz,Central Asia,9-17,6-2016,S,F,2.019,0.797,1
